order_id,order_date,ship_date,customer_id,product_id,sales,quantity,profit,discount
CA-2023-110016,2023-11-29,2023-12-04,BT-11395,OFF-PA-10000349,19.92,4,9.3624,0.0
CA-2023-110016,2023-11-29,2023-12-04,BT-11395,FUR-CH-10002880,1106.91,9,121.7601,0.0
US-2025-143819,2025-03-01,2025-03-05,KD-16270,FUR-TA-10001095,836.592,8,-264.9208,0.4
US-2025-143819,2025-03-01,2025-03-05,KD-16270,OFF-PA-10003127,26.38,1,12.1348,0.0
US-2025-143819,2025-03-01,2025-03-05,KD-16270,OFF-ST-10003208,362.92,2,105.2468,0.0
US-2025-143819,2025-03-01,2025-03-05,KD-16270,TEC-MA-10003979,4899.93,7,2400.9657,0.0
CA-2025-167584,2025-08-12,2025-08-12,LC-16870,OFF-PA-10000029,6.48,1,3.1104,0.0
CA-2025-166163,2025-08-15,2025-08-20,CY-12745,TEC-PH-10004896,71.976,3,7.1976,0.2
CA-2025-166163,2025-08-15,2025-08-20,CY-12745,OFF-LA-10000452,3.15,1,1.512,0.0
CA-2024-158407,2024-06-04,2024-06-10,LW-16990,FUR-FU-10001967,31.984,2,1.999,0.2
CA-2024-158407,2024-06-04,2024-06-10,LW-16990,TEC-PH-10001819,71.984,2,25.1944,0.2
CA-2023-143490,2023-12-06,2023-12-13,NP-18325,OFF-AR-10002952,120.15,9,33.642,0.0
CA-2023-143490,2023-12-06,2023-12-13,NP-18325,TEC-PH-10000576,219.184,2,19.1786,0.2
CA-2023-165085,2023-12-27,2023-12-31,BT-11485,OFF-PA-10000605,28.9,5,14.161,0.0
CA-2023-165085,2023-12-27,2023-12-31,BT-11485,OFF-AP-10002518,355.96,2,103.2284,0.0
CA-2024-160423,2024-01-21,2024-01-26,PS-19045,OFF-ST-10004340,348.208,7,30.4682,0.2
CA-2024-160423,2024-01-21,2024-01-26,PS-19045,OFF-BI-10004001,35.784,7,-28.6272,0.7
CA-2022-159338,2022-06-25,2022-06-28,NS-18640,FUR-TA-10004147,447.84,5,11.196,0.2
CA-2025-107216,2025-06-14,2025-06-17,PV-18985,OFF-AR-10001545,7.04,4,2.0416,0.0
CA-2025-107216,2025-06-14,2025-06-17,PV-18985,FUR-FU-10000206,8.73,3,4.1031,0.0
CA-2025-107216,2025-06-14,2025-06-17,PV-18985,TEC-AC-10001013,29.29,1,9.6657,0.0
CA-2025-107216,2025-06-14,2025-06-17,PV-18985,OFF-AR-10002255,8.64,3,2.5056,0.0
US-2024-145863,2024-04-21,2024-04-27,RP-19390,OFF-BI-10004140,2.694,3,-4.7145,0.8
US-2024-145863,2024-04-21,2024-04-27,RP-19390,OFF-BI-10002049,2.934,3,-4.9878,0.8
CA-2025-112340,2025-10-21,2025-10-27,NM-18520,OFF-PA-10001892,22.92,3,11.2308,0.0
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-ST-10000642,100.704,6,-16.3644,0.2
US-2025-110156,2025-11-19,2025-11-24,EH-13945,FUR-FU-10000206,2.328,2,-0.7566,0.6
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-BI-10003676,10.78,5,-17.248,0.8
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-FA-10003495,58.368,12,21.888,0.2
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-EN-10003798,40.968,3,13.8267,0.2
US-2025-110156,2025-11-19,2025-11-24,EH-13945,TEC-PH-10003589,71.96,5,25.186,0.2
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-PA-10004735,10.368,2,3.6288,0.2
US-2025-110156,2025-11-19,2025-11-24,EH-13945,OFF-BI-10002609,1.192,2,-2.0264,0.8
CA-2024-140585,2024-12-18,2024-12-23,RA-19915,OFF-BI-10003364,46.672,2,16.3352,0.2
CA-2024-140585,2024-12-18,2024-12-23,RA-19915,FUR-BO-10002206,119.833,1,-12.6882,0.15
CA-2024-140585,2024-12-18,2024-12-23,RA-19915,TEC-AC-10003610,119.98,2,57.5904,0.0
CA-2025-144855,2025-07-22,2025-07-24,DL-13495,OFF-LA-10003766,6.3,2,3.024,0.0
CA-2023-142755,2023-09-04,2023-09-08,CS-12355,OFF-PA-10001970,279.9,5,137.151,0.0
CA-2023-142755,2023-09-04,2023-09-08,CS-12355,TEC-AC-10002049,619.95,5,111.591,0.0
CA-2023-142755,2023-09-04,2023-09-08,CS-12355,OFF-PA-10000141,4.36,2,2.0492,0.0
CA-2023-142755,2023-09-04,2023-09-08,CS-12355,OFF-EN-10004459,15.28,2,7.4872,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,TEC-PH-10001061,699.93,7,181.9818,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,OFF-AR-10002375,22.96,7,6.6584,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,FUR-FU-10003194,38.6,4,11.58,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,OFF-AR-10003811,6.63,3,1.7901,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,OFF-EN-10001539,23.34,3,10.9698,0.0
US-2022-147627,2022-01-20,2022-01-26,HL-15040,FUR-CH-10002331,1067.94,3,224.2674,0.0
CA-2023-105970,2023-03-02,2023-03-07,PA-19060,OFF-AR-10003156,10.16,1,2.6416,0.0
CA-2023-105970,2023-03-02,2023-03-07,PA-19060,OFF-EN-10001532,101.88,6,50.94,0.0
CA-2025-112102,2025-04-12,2025-04-16,BD-11605,FUR-TA-10004086,343.92,4,75.6624,0.0
CA-2025-112102,2025-04-12,2025-04-16,BD-11605,OFF-PA-10000100,40.99,1,20.0851,0.0
CA-2025-112102,2025-04-12,2025-04-16,BD-11605,OFF-EN-10002500,63.9,5,28.755,0.0
US-2025-114776,2025-12-06,2025-12-07,GG-14650,OFF-PA-10004100,19.44,3,9.3312,0.0
US-2025-134908,2025-06-05,2025-06-09,JS-15940,OFF-ST-10003479,124.608,4,-23.364,0.2
US-2025-134908,2025-06-05,2025-06-09,JS-15940,OFF-LA-10000973,7.56,3,2.646,0.2
US-2025-148803,2025-12-11,2025-12-11,LR-16915,OFF-ST-10001476,85.224,3,7.4571,0.2
CA-2025-152170,2025-11-12,2025-11-15,FH-14275,OFF-EN-10002831,287.52,8,129.384,0.0
CA-2025-152170,2025-11-12,2025-11-15,FH-14275,OFF-AP-10002350,37.68,2,10.5504,0.0
CA-2025-152170,2025-11-12,2025-11-15,FH-14275,OFF-PA-10001763,19.98,2,8.991,0.0
CA-2025-152170,2025-11-12,2025-11-15,FH-14275,OFF-AR-10003394,20.58,7,5.5566,0.0
CA-2025-152170,2025-11-12,2025-11-15,FH-14275,OFF-BI-10002072,17.38,2,8.69,0.0
CA-2022-146969,2022-09-29,2022-10-03,AP-10915,FUR-FU-10004188,204.6,2,53.196,0.0
CA-2022-146969,2022-09-29,2022-10-03,AP-10915,OFF-FA-10001561,8.72,4,2.8776,0.0
CA-2022-146969,2022-09-29,2022-10-03,AP-10915,OFF-PA-10002105,6.48,1,3.1104,0.0
CA-2022-146969,2022-09-29,2022-10-03,AP-10915,TEC-MA-10004241,686.32,2,223.054,0.2
CA-2022-146969,2022-09-29,2022-10-03,AP-10915,OFF-ST-10004340,62.18,1,16.7886,0.0
CA-2023-112452,2023-04-04,2023-04-04,NC-18340,OFF-AP-10003849,644.076,2,107.346,0.1
CA-2023-112452,2023-04-04,2023-04-04,NC-18340,OFF-FA-10000735,5.84,2,2.628,0.0
CA-2023-112452,2023-04-04,2023-04-04,NC-18340,OFF-BI-10003350,12.76,2,5.8696,0.0
CA-2023-112452,2023-04-04,2023-04-04,NC-18340,TEC-PH-10000307,10.95,1,0.438,0.0
CA-2023-112452,2023-04-04,2023-04-04,NC-18340,TEC-CO-10004202,599.98,2,209.993,0.0
CA-2023-113971,2023-05-08,2023-05-14,CB-12535,FUR-FU-10001852,8.352,6,1.2528,0.2
CA-2024-160395,2025-12-31,2024-01-06,KL-16555,OFF-AR-10003759,3.64,2,1.638,0.0
CA-2024-160395,2025-12-31,2024-01-06,KL-16555,OFF-BI-10003984,159.768,7,53.9217,0.2
CA-2022-136567,2022-12-20,2022-12-21,PS-19045,OFF-ST-10004337,122.48,2,0.0,0.0
CA-2022-136567,2022-12-20,2022-12-21,PS-19045,FUR-TA-10001932,2244.48,7,493.7856,0.0
CA-2022-136567,2022-12-20,2022-12-21,PS-19045,OFF-BI-10003982,62.31,3,29.2857,0.0
CA-2022-136567,2022-12-20,2022-12-21,PS-19045,FUR-TA-10000617,455.1,2,100.122,0.0
CA-2025-149314,2025-07-02,2025-07-07,GB-14530,FUR-CH-10002126,195.184,1,19.5184,0.2
CA-2024-147039,2024-06-29,2024-07-04,AA-10315,OFF-AP-10000576,362.94,3,90.735,0.0
CA-2024-147039,2024-06-29,2024-07-04,AA-10315,OFF-BI-10004654,11.54,2,5.77,0.0
CA-2022-126522,2022-09-01,2022-09-05,LT-16765,OFF-AR-10004042,53.94,3,15.6426,0.0
CA-2022-127964,2022-03-03,2022-03-08,AP-10720,TEC-PH-10004700,9.99,1,4.5954,0.0
CA-2022-127964,2022-03-03,2022-03-08,AP-10720,OFF-BI-10004593,125.76,3,40.872,0.2
CA-2022-127964,2022-03-03,2022-03-08,AP-10720,OFF-BI-10003429,25.32,5,9.1785,0.2
CA-2022-117709,2022-05-04,2022-05-08,PM-18940,OFF-BI-10001294,46.8,4,21.06,0.0
CA-2023-125416,2023-11-02,2023-11-02,KC-16540,TEC-AC-10001552,447.93,9,49.2723,0.0
CA-2024-145226,2024-12-08,2024-12-10,DL-13315,FUR-FU-10004952,109.48,2,33.9388,0.0
CA-2024-145226,2024-12-08,2024-12-10,DL-13315,OFF-ST-10004123,272.94,3,0.0,0.0
CA-2024-145226,2024-12-08,2024-12-10,DL-13315,OFF-PA-10003172,19.44,3,9.3312,0.0
CA-2024-145226,2024-12-08,2024-12-10,DL-13315,OFF-ST-10002352,31.92,4,8.2992,0.0
US-2022-100279,2022-03-10,2022-03-14,SW-20275,OFF-PA-10002259,22.38,2,10.7424,0.0
CA-2022-158064,2022-04-21,2022-04-25,AA-10375,OFF-BI-10002976,16.52,5,5.5755,0.2
US-2023-104430,2023-10-22,2023-10-26,LT-17110,OFF-BI-10000301,5.176,4,-7.764,0.8
CA-2023-132080,2023-08-22,2023-08-25,DP-13105,OFF-BI-10003694,50.112,6,16.2864,0.2
CA-2025-161207,2025-08-29,2025-09-03,AB-10060,OFF-SU-10000381,27.93,3,8.0997,0.0
CA-2022-120243,2022-12-27,2022-12-30,AT-10435,OFF-LA-10004425,11.56,4,5.4332,0.0
CA-2025-113621,2025-12-01,2025-12-05,JE-15745,FUR-CH-10001270,172.5,2,51.75,0.0
CA-2025-113621,2025-12-01,2025-12-05,JE-15745,TEC-PH-10003931,179.97,3,44.9925,0.0
CA-2025-168081,2025-04-24,2025-04-27,CA-12055,TEC-AC-10003174,258.696,3,64.674,0.2
CA-2022-128146,2022-06-21,2022-06-25,DB-13060,TEC-PH-10004539,1322.93,7,357.1911,0.0
CA-2022-128146,2022-06-21,2022-06-25,DB-13060,OFF-AR-10001919,3.76,2,1.0904,0.0
CA-2024-138779,2024-01-14,2024-01-15,RB-19570,OFF-EN-10002504,21.744,1,7.3386,0.2
CA-2024-138779,2024-01-14,2024-01-15,RB-19570,TEC-PH-10003655,7.92,5,0.693,0.2
CA-2022-127131,2022-11-24,2022-11-30,HR-14830,OFF-BI-10004656,12.096,7,4.2336,0.2
CA-2022-127131,2022-11-24,2022-11-30,HR-14830,OFF-ST-10002344,485.88,6,9.7176,0.0
CA-2022-127131,2022-11-24,2022-11-30,HR-14830,OFF-PA-10001800,25.92,4,12.4416,0.0
CA-2022-127131,2022-11-24,2022-11-30,HR-14830,OFF-ST-10000036,197.58,2,53.3466,0.0
CA-2024-117212,2024-02-26,2024-02-28,BT-11530,OFF-AP-10004532,81.92,4,22.1184,0.0
CA-2024-117212,2024-02-26,2024-02-28,BT-11530,TEC-PH-10004447,889.536,8,66.7152,0.2
CA-2024-117212,2024-02-26,2024-02-28,BT-11530,FUR-CH-10003973,892.224,3,89.2224,0.2
CA-2024-117212,2024-02-26,2024-02-28,BT-11530,OFF-PA-10001970,223.92,4,109.7208,0.0
CA-2024-117212,2024-02-26,2024-02-28,BT-11530,OFF-PA-10000682,23.12,4,11.3288,0.0
US-2023-130519,2023-09-15,2023-09-15,NG-18355,OFF-PA-10001937,15.552,3,5.4432,0.2
US-2023-130519,2023-09-15,2023-09-15,NG-18355,FUR-FU-10002268,15.712,4,2.5532,0.2
US-2023-130519,2023-09-15,2023-09-15,NG-18355,OFF-ST-10001321,24.672,2,2.1588,0.2
US-2023-130519,2023-09-15,2023-09-15,NG-18355,FUR-FU-10003394,55.968,1,-2.0988,0.2
CA-2025-130946,2025-04-08,2025-04-12,ZC-21910,TEC-AC-10001990,431.928,9,64.7892,0.2
CA-2025-130946,2025-04-08,2025-04-12,ZC-21910,FUR-CH-10004540,95.984,4,-4.1136,0.3
CA-2025-130946,2025-04-08,2025-04-12,ZC-21910,OFF-BI-10004995,1088.792,4,-1850.9464,0.8
CA-2025-114727,2025-07-18,2025-07-24,LS-16945,FUR-CH-10002335,544.008,3,40.8006,0.2
CA-2025-114727,2025-07-18,2025-07-24,LS-16945,OFF-BI-10004967,1.872,3,-1.4352,0.7
CA-2025-114727,2025-07-18,2025-07-24,LS-16945,FUR-CH-10002331,854.352,3,10.6794,0.2
CA-2025-114727,2025-07-18,2025-07-24,LS-16945,OFF-ST-10002292,593.568,2,0.0,0.2
CA-2025-114727,2025-07-18,2025-07-24,LS-16945,OFF-ST-10000689,338.04,3,-33.804,0.2
CA-2024-133235,2024-08-01,2024-08-04,LH-16750,TEC-PH-10002660,271.96,5,16.9975,0.2
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,OFF-ST-10004634,11.21,1,3.363,0.0
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,OFF-BI-10002160,9.144,3,3.2004,0.2
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,OFF-FA-10002988,14.07,7,6.8943,0.0
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,OFF-AR-10004999,41.86,7,10.465,0.0
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,OFF-BI-10001031,8.544,2,2.8836,0.2
CA-2025-137050,2025-07-14,2025-07-18,SW-20755,FUR-BO-10004695,579.136,4,21.7176,0.2
US-2024-118087,2024-09-09,2024-09-13,SP-20620,FUR-CH-10004860,141.372,2,-48.4704,0.3
US-2024-118087,2024-09-09,2024-09-13,SP-20620,OFF-BI-10002432,3.036,2,-2.3276,0.7
US-2024-118087,2024-09-09,2024-09-13,SP-20620,OFF-BI-10000069,4.503,1,-3.6024,0.7
US-2024-118087,2024-09-09,2024-09-13,SP-20620,OFF-AR-10003602,4.672,1,1.5768,0.2
US-2024-118087,2024-09-09,2024-09-13,SP-20620,TEC-AC-10004469,95.88,3,28.764,0.2
US-2024-118087,2024-09-09,2024-09-13,SP-20620,FUR-FU-10001867,17.024,2,1.7024,0.2
US-2024-118087,2024-09-09,2024-09-13,SP-20620,TEC-AC-10003174,258.696,3,64.674,0.2
US-2024-118087,2024-09-09,2024-09-13,SP-20620,TEC-PH-10002200,1931.958,7,-386.3916,0.4
CA-2022-110184,2022-07-12,2022-07-16,BF-11170,OFF-ST-10000107,249.75,9,44.955,0.0
CA-2022-110184,2022-07-12,2022-07-16,BF-11170,TEC-PH-10000439,255.936,8,28.7928,0.2
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,FUR-FU-10001602,113.79,3,20.4822,0.0
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,TEC-AC-10001432,78.15,1,34.386,0.0
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,OFF-BI-10004656,1.728,1,0.6048,0.2
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,OFF-PA-10001685,40.56,4,19.8744,0.0
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,OFF-ST-10001418,182.94,3,3.6588,0.0
CA-2025-126004,2025-12-04,2025-12-05,BM-11140,OFF-ST-10000676,193.86,2,11.6316,0.0
CA-2024-100013,2024-11-06,2024-11-11,ZC-21910,OFF-EN-10001219,15.28,2,7.4872,0.0
CA-2024-100013,2024-11-06,2024-11-11,ZC-21910,FUR-FU-10001424,8.73,1,2.9682,0.0
CA-2024-100013,2024-11-06,2024-11-11,ZC-21910,OFF-AR-10001022,5.68,2,1.7608,0.0
CA-2023-132570,2023-10-31,2023-11-02,KT-16480,OFF-AR-10000369,2.78,2,0.7228,0.0
CA-2023-132570,2023-10-31,2023-11-02,KT-16480,OFF-EN-10003055,79.96,2,35.982,0.0
CA-2025-153682,2025-05-30,2025-06-01,BG-11695,TEC-CO-10001046,839.988,2,69.999,0.4
CA-2025-144344,2025-10-28,2025-10-28,PG-18820,FUR-FU-10000076,47.952,3,13.7862,0.2
CA-2025-144344,2025-10-28,2025-10-28,PG-18820,OFF-BI-10003719,37.425,5,-29.94,0.7
CA-2025-144344,2025-10-28,2025-10-28,PG-18820,FUR-FU-10003268,63.968,2,0.0,0.2
CA-2025-144344,2025-10-28,2025-10-28,PG-18820,FUR-FU-10003553,165.048,3,41.262,0.2
CA-2022-127012,2022-08-11,2022-08-15,GM-14680,FUR-FU-10003691,12.35,1,5.434,0.0
CA-2022-127012,2022-08-11,2022-08-15,GM-14680,OFF-AR-10003903,40.97,1,10.6522,0.0
CA-2022-127012,2022-08-11,2022-08-15,GM-14680,OFF-FA-10004854,22.96,2,10.7912,0.0
CA-2025-128727,2025-08-29,2025-09-04,MO-17800,TEC-PH-10003442,22.0,4,5.5,0.0
US-2025-162859,2025-02-15,2025-02-22,PG-18820,OFF-BI-10004519,398.352,3,124.485,0.2
US-2025-162859,2025-02-15,2025-02-22,PG-18820,OFF-FA-10000304,8.72,4,3.5752,0.0
CA-2024-133641,2024-05-14,2024-05-21,EJ-14155,OFF-EN-10004955,48.69,9,23.8581,0.0
CA-2022-168494,2022-12-12,2022-12-14,NP-18700,FUR-TA-10004619,764.688,6,95.586,0.2
CA-2022-168494,2022-12-12,2022-12-14,NP-18700,FUR-TA-10003473,3610.848,12,135.4068,0.2
CA-2022-168494,2022-12-12,2022-12-14,NP-18700,FUR-BO-10004467,254.9745,3,11.9988,0.15
CA-2024-115602,2024-12-18,2024-12-24,DJ-13630,OFF-AR-10002280,38.82,6,17.469,0.0
CA-2024-115602,2024-12-18,2024-12-24,DJ-13630,FUR-CH-10001708,1141.938,9,139.5702,0.1
CA-2024-115602,2024-12-18,2024-12-24,DJ-13630,OFF-AP-10000891,1704.56,13,511.368,0.0
CA-2024-115602,2024-12-18,2024-12-24,DJ-13630,OFF-AR-10000462,3.2,2,1.376,0.0
CA-2023-154956,2023-07-04,2023-07-09,IM-15070,TEC-PH-10004165,1099.96,4,285.9896,0.0
CA-2024-144638,2024-03-10,2024-03-14,MH-18115,OFF-AR-10003958,5.248,2,0.5904,0.2
CA-2024-144638,2024-03-10,2024-03-14,MH-18115,TEC-PH-10000149,35.91,3,-8.379,0.4
CA-2024-144638,2024-03-10,2024-03-14,MH-18115,FUR-FU-10003724,6.696,1,0.5022,0.2
CA-2024-144638,2024-03-10,2024-03-14,MH-18115,FUR-FU-10003535,43.872,2,11.5164,0.2
US-2025-168620,2025-12-24,2025-12-28,RB-19795,OFF-BI-10001575,27.882,3,-20.4468,0.7
US-2025-168620,2025-12-24,2025-12-28,RB-19795,OFF-ST-10003716,540.048,3,-47.2542,0.2
US-2025-168620,2025-12-24,2025-12-28,RB-19795,TEC-AC-10004469,255.68,8,76.704,0.2
CA-2024-117079,2024-10-23,2024-10-27,JR-15700,TEC-PH-10004586,863.88,3,107.985,0.2
US-2025-144393,2025-10-28,2025-11-04,SM-20950,OFF-BI-10004236,17.616,4,-14.0928,0.7
CA-2024-105053,2024-07-07,2024-07-09,CS-12355,OFF-BI-10001634,17.472,3,6.3336,0.2
CA-2025-155992,2025-10-01,2025-10-02,CC-12220,TEC-PH-10000215,69.9,2,18.873,0.0
CA-2025-155992,2025-10-01,2025-10-02,CC-12220,FUR-FU-10003724,41.85,5,10.881,0.0
CA-2024-110380,2024-09-02,2024-09-07,PF-19225,OFF-AR-10000422,6.57,3,1.7739,0.0
US-2022-167738,2022-12-24,2022-12-29,JC-16105,OFF-ST-10003306,142.86,1,41.4294,0.0
US-2022-167738,2022-12-24,2022-12-29,JC-16105,FUR-CH-10001146,292.272,6,18.267,0.2
CA-2024-121412,2024-09-23,2024-09-27,BG-11695,FUR-FU-10000246,29.328,3,3.666,0.2
CA-2024-100426,2024-06-04,2024-06-08,DC-12850,OFF-PA-10002870,12.48,2,5.616,0.0
US-2025-103646,2025-04-21,2025-04-26,SP-20545,OFF-ST-10000563,102.336,4,-12.792,0.2
US-2025-103646,2025-04-21,2025-04-26,SP-20545,OFF-AP-10004487,48.792,3,-126.8592,0.8
US-2025-103646,2025-04-21,2025-04-26,SP-20545,OFF-BI-10002854,44.848,8,-67.272,0.8
CA-2025-119186,2025-05-26,2025-05-26,MS-17710,OFF-PA-10004621,10.368,2,3.6288,0.2
CA-2025-119186,2025-05-26,2025-05-26,MS-17710,FUR-CH-10001973,388.43,5,-88.784,0.3
CA-2025-119186,2025-05-26,2025-05-26,MS-17710,OFF-PA-10004040,14.352,3,5.2026,0.2
CA-2025-119186,2025-05-26,2025-05-26,MS-17710,TEC-AC-10000580,63.992,1,-7.1991,0.2
CA-2025-148698,2025-05-02,2025-05-07,BD-11770,OFF-AR-10004022,86.352,3,5.397,0.2
CA-2022-163293,2022-09-08,2022-09-11,KC-16255,TEC-AC-10004209,32.97,3,12.8583,0.0
CA-2022-163293,2022-09-08,2022-09-11,KC-16255,TEC-AC-10000023,83.88,4,30.1968,0.0
CA-2025-160815,2025-09-05,2025-09-06,TR-21325,TEC-PH-10003505,278.4,3,80.736,0.0
CA-2024-122154,2024-04-09,2024-04-11,SA-20830,OFF-LA-10000121,15.12,3,4.914,0.2
CA-2024-122154,2024-04-09,2024-04-11,SA-20830,OFF-BI-10002026,17.43,1,-13.363,0.7
CA-2024-122154,2024-04-09,2024-04-11,SA-20830,OFF-PA-10000994,251.64,3,88.074,0.2
US-2023-149692,2023-12-06,2023-12-12,KW-16435,OFF-BI-10002813,2.772,7,-4.851,0.8
CA-2025-119445,2025-06-26,2025-07-03,GM-14500,OFF-ST-10000617,14.9,5,1.043,0.0
CA-2023-124268,2023-07-04,2023-07-08,AD-10180,OFF-AR-10004817,15.48,3,4.4892,0.0
CA-2025-154711,2025-11-22,2025-11-26,TB-21355,FUR-FU-10000397,39.88,2,11.1664,0.0
CA-2025-154711,2025-11-22,2025-11-26,TB-21355,OFF-BI-10000605,12.192,4,4.1148,0.2
CA-2025-154711,2025-11-22,2025-11-26,TB-21355,OFF-AR-10001860,20.82,3,7.4952,0.0
CA-2025-163384,2025-11-10,2025-11-12,CC-12430,OFF-BI-10004970,13.216,4,4.4604,0.2
CA-2025-163384,2025-11-10,2025-11-12,CC-12430,OFF-PA-10003172,32.4,5,15.552,0.0
CA-2023-101707,2023-08-27,2023-09-01,PF-19165,OFF-SU-10001218,32.94,3,9.2232,0.0
CA-2023-101707,2023-08-27,2023-09-01,PF-19165,OFF-PA-10002968,114.2,5,52.532,0.0
CA-2023-101707,2023-08-27,2023-09-01,PF-19165,OFF-LA-10000134,3.08,1,1.4784,0.0
CA-2023-138898,2023-05-25,2023-05-29,JH-16180,OFF-AP-10004487,845.728,13,84.5728,0.2
CA-2024-115427,2024-12-30,2018-01-03,EB-13975,OFF-BI-10002103,13.904,2,4.5188,0.2
CA-2024-115427,2024-12-30,2018-01-03,EB-13975,OFF-BI-10004632,20.72,2,6.475,0.2
CA-2025-134425,2025-12-08,2025-12-12,QJ-19255,TEC-PH-10003555,114.95,5,2.299,0.0
CA-2023-121391,2023-10-04,2023-10-07,AA-10315,OFF-ST-10001590,26.96,2,7.0096,0.0
CA-2025-137043,2025-12-23,2025-12-25,LC-17140,FUR-FU-10003664,572.76,6,166.1004,0.0
CA-2025-137043,2025-12-23,2025-12-25,LC-17140,FUR-FU-10003664,286.38,3,83.0502,0.0
CA-2023-115847,2023-09-19,2023-09-24,TC-21535,FUR-BO-10003433,61.96,2,4.3372,0.0
US-2024-126179,2024-07-03,2024-07-07,CS-12460,FUR-FU-10002554,23.99,1,5.5177,0.0
US-2024-126179,2024-07-03,2024-07-07,CS-12460,TEC-PH-10001557,287.97,3,77.7519,0.0
CA-2025-101966,2025-07-14,2025-07-16,BM-11785,TEC-PH-10003437,419.944,7,52.493,0.2
CA-2025-141397,2025-06-20,2025-06-21,RC-19825,OFF-PA-10002986,46.76,7,22.4448,0.0
CA-2025-141397,2025-06-20,2025-06-21,RC-19825,OFF-BI-10000320,17.712,3,6.4206,0.2
CA-2025-141397,2025-06-20,2025-06-21,RC-19825,OFF-AP-10003971,21.78,2,5.6628,0.0
CA-2025-141397,2025-06-20,2025-06-21,RC-19825,OFF-ST-10001469,161.94,3,9.7164,0.0
CA-2025-141397,2025-06-20,2025-06-21,RC-19825,FUR-CH-10003846,161.568,2,-8.0784,0.2
CA-2025-141082,2025-12-09,2025-12-13,FM-14380,OFF-LA-10001404,3.69,1,1.7343,0.0
CA-2025-141082,2025-12-09,2025-12-13,FM-14380,OFF-LA-10001474,122.12,4,56.1752,0.0
US-2025-134488,2025-09-24,2025-10-01,PK-19075,FUR-CH-10003199,155.372,2,-13.3176,0.3
CA-2025-145919,2025-12-18,2025-12-23,HG-14965,OFF-PA-10003072,38.88,6,18.6624,0.0
CA-2025-145919,2025-12-18,2025-12-23,HG-14965,FUR-FU-10004960,183.84,8,62.5056,0.0
CA-2025-145919,2025-12-18,2025-12-23,HG-14965,OFF-SU-10003505,579.3,5,28.965,0.0
CA-2024-157651,2024-12-10,2024-12-14,HA-14920,TEC-AC-10003116,14.2,1,3.3725,0.2
CA-2022-160773,2022-07-01,2022-07-05,LW-16825,TEC-PH-10004586,575.92,2,71.99,0.2
CA-2022-160773,2022-07-01,2022-07-05,LW-16825,OFF-BI-10000546,5.184,6,-3.6288,0.7
CA-2024-167703,2024-02-03,2024-02-08,MC-17575,OFF-BI-10002071,5.229,3,-4.1832,0.7
CA-2024-167703,2024-02-03,2024-02-08,MC-17575,OFF-ST-10001490,285.552,2,35.694,0.2
CA-2024-121804,2024-03-03,2024-03-08,LP-17095,OFF-AP-10004859,72.8,5,19.656,0.0
CA-2024-162635,2024-10-09,2024-10-10,EB-14170,OFF-PA-10002659,10.816,4,3.5152,0.2
CA-2022-107153,2022-09-28,2022-10-03,GZ-14545,OFF-ST-10001321,46.26,3,12.4902,0.0
US-2022-117058,2022-05-27,2022-05-30,LE-16810,OFF-BI-10004139,17.46,6,-30.555,0.8
CA-2023-120439,2023-06-14,2023-06-18,AD-10180,FUR-FU-10001867,51.072,6,5.1072,0.2
CA-2025-128258,2025-03-30,2025-04-01,CP-12085,OFF-PA-10004156,11.34,1,5.5566,0.0
CA-2024-106033,2024-10-15,2024-10-18,FG-14260,OFF-AR-10002818,87.92,4,26.376,0.0
CA-2025-142762,2025-05-23,2025-05-27,LD-17005,FUR-FU-10003691,37.05,3,16.302,0.0
CA-2024-127705,2024-06-02,2024-06-06,AB-10255,TEC-PH-10000347,2.97,1,-0.6435,0.4
CA-2024-127705,2024-06-02,2024-06-06,AB-10255,OFF-ST-10004507,27.44,2,2.401,0.2
CA-2022-122567,2022-02-16,2022-02-21,MN-17935,OFF-BI-10002012,1.08,3,-1.728,0.8
CA-2022-122567,2022-02-16,2022-02-21,MN-17935,OFF-AP-10001303,7.96,2,-13.93,0.8
CA-2022-121664,2022-05-06,2022-05-10,HP-14815,OFF-BI-10003684,140.736,8,52.776,0.2
